url	query	annotation
https://live.staticflickr.com/4134/4783254809_7767658a4d_k.jpg	mountains	There is a naturally made window in the shape of a rectangle made on the side of a giant stone. It has lichen and moss on in and through its hole you can see another large lichen-covered rock and behind that some mountains.
https://live.staticflickr.com/8124/8678954643_701e97c5d8_k.jpg	plants	This is a potted plant. It is sitting in a clay type pot. The leaves are overflowing over the top, and there are pink flowers on the plant.
https://live.staticflickr.com/2458/3655692022_f53f987999_o.jpg	houses	This is a brick house in a residential area.  There is a brick walkway leading from the driveway to the porch, which is adorned with two flower pots and a welcome mat.
https://live.staticflickr.com/7869/47166556752_13aba42c17_o.jpg	location	This is by the side of a river running through a city, across which we see buildings several stories tall. On our side we see a grassy open space across a walkway, bordered by apartment buildings.
https://live.staticflickr.com/726/23431932740_487817f15d_o.jpg	location	This is the staples center. The name of the center is on a sign, and the large area lined off with staunchions to control crowd makes this clear.
https://live.staticflickr.com/2720/4520662110_c47263477c_h.jpg	trees	A grouping of what look like cherry blossom trees. They line the sides of the path, with the branches extending over the path.
https://live.staticflickr.com/7451/11610255214_27b667b795_o.jpg	weather	The sky above is a vivid blue, the sun is shining high in the sky and there a sparse clouds except for over the mountainous region in the distance where a cluster of gray storm clouds are beginning to form.
https://live.staticflickr.com/3829/9564042644_4168a3c21d_h.jpg	lake	There is a lake in the center of a small city
https://live.staticflickr.com/4773/25991824547_183ffa5647_f.jpg	people	A few dozen people line the inside of a pub or tavern, the majority of them dressed in green to celebrate a particular event or holiday, all seemingly happy to be sharing the space with one another.
https://live.staticflickr.com/4838/45906414552_ec5064b590_f.jpg	location	The image is captured in the outdoors on a sunny day where a small, shallow creek is running among rocks that divide the street from a series of plotted properties on the other side.
https://live.staticflickr.com/1854/43353215365_23033d43fe_o.jpg	building	This is the Museum of the moon. It has a very high rounded ceiling, with beautiful designs on it. There is a model of the moon hanging down.
https://live.staticflickr.com/7087/7158431170_5210651cb6_o.jpg	arthitecture	This is a circular structure made entirely of cemented, irregular,flat pieces of shale-like rock.  The building appears to be blend in with nature as if it was naturally formed out of eroded rock.
https://live.staticflickr.com/65535/51560892585_0b86e6efb0_f.jpg	rivers	This is a shallow river gorge in a desert plateau.  The river has dried up to be like a long puddle of still water.
https://live.staticflickr.com/4139/5221896954_92691a5c3d_5k.jpg	location	This is a courtyard in front of a gated church building displaying a two-barred patriarchal cross.  It is a tourist attraction.
https://live.staticflickr.com/533/31312739053_190067d353_f.jpg	small objects	A small garden shovel that is leaning up against a wall in a garage. The handle is short, and not much longer than the main scoop part of the shovel.
https://live.staticflickr.com/1362/5121966590_7f0c60b5d5_k.jpg	mountains	Brown colored mountains are visible from a valley, they appear stepped and largely free of vegetation.
https://live.staticflickr.com/5219/5525297800_ed2864bfbf_k.jpg	location	The location captured in this image features an enclosed metal warehouse setting that appears to be the site of a retail store for selling desert plants.
https://live.staticflickr.com/941/29079989217_4c5f250c86_o.jpg	monuments	There is a towering monument with large circular stone base adorned with statues of lions positioned in the middle of a bustling city's traffic roundabout.
https://live.staticflickr.com/4289/35100519840_3440e2136a_o.jpg	location	This is a rural train station named Hesselby.  In front of the station is a flag of Sweden. There is bicycle parking immediately in front of the station.
https://live.staticflickr.com/2762/4123499793_48288374e8_o.jpg	arthitecture	Tale of two sides of the street.  On one side, there are modern high rise apartment buildings with cars parked in front and on the other side there are abandoned, one story houses.
https://live.staticflickr.com/3268/3282648420_a81ae2e476_o.jpg	location	This is an dead end of a outdoor shopping area in a Germanic town. Shops include a bank, several clothing stores, and an optical store.
https://live.staticflickr.com/3226/2715538265_d55c2d1310_o.jpg	trees	Thick bands of trees create a forest surrounding the rocky shore and rapids of a nearby river, creating a dense cover for what lies behind them.
https://live.staticflickr.com/8032/8032195202_98d5da6350_o.jpg	monuments	This is a monument of horses that are running. It is a series of around 9 stone horses that appear to be running down the hill.
https://live.staticflickr.com/65535/51412847407_a9e3c58d3c_o.jpg	landscape	You are on top of a mountain, there are various other mountains surrounding your location.
https://live.staticflickr.com/3254/2338757279_22951a2451_o.jpg	location	The image is captured outside of a one story home in a small seating area situated on a small paved slab in the comfort of some very tall trees that surround the property.
https://live.staticflickr.com/6103/6330532245_e10a50649c_k.jpg	building	This is an abandoned building, it has circular walls that are green, steps and 5 big windows.
https://live.staticflickr.com/2109/2966211637_e9bc1cba2f_4k.jpg	landscape	There are two rows of plants that have been planted next to a pond. One row has plants with red leaves, and the other has plants with green leaves.
https://live.staticflickr.com/1060/960218079_5c58df1e8a_k.jpg	interior	The interior is surrounded on all sides by walls and a ceiling.  It could be in a residential or commercial building.
https://live.staticflickr.com/5004/5251782682_b3daf66488_5k.jpg	arthitecture	A building that is authoritative in appearance with bright red door looms in the forefront with run-down homes scattered behind it.
https://live.staticflickr.com/5221/5570360685_49c13b09f4_o.jpg	location	The image is set in the outdoors in a town square where the night time has fallen and tall buildings can be seen on all four sides of the square.
https://live.staticflickr.com/65535/52013673204_bae574bb1c_o.jpg	building	Cobble stone building with orange stone around the doorways and sob left stone road.
https://live.staticflickr.com/3262/2584968661_af26972114_k.jpg	plants	This is a beautifully landscaped area of nature, with large trees and plenty of green foliage.
https://live.staticflickr.com/7374/11123917856_6fb3b83376_f.jpg	small objects	A cannon that is in an elevated position. It is coming out of a wheeled, wooden red base.
https://live.staticflickr.com/2751/4342505667_c2c8d037a4_k.jpg	small objects	This is a lamppost in the middle of the courtyard. It has a black base that is wider than the post, and it has three lights on it.
https://live.staticflickr.com/1892/29527763387_ae3ce0df15_o.jpg	art	This is a stylized image featuring a faceless person, USB cables, dice, and plant-like floating fragments of geometric shapes.
https://live.staticflickr.com/3107/2369369065_b6c3bf1bef_o.jpg	interior	This is a room in an abandoned building surrounded by windows on three of its four sides, and includes a doorway.
https://live.staticflickr.com/3420/3259281545_f777085080_k.jpg	location	The image is set in the outdoors on a paved driveway to a series of establishments that are shaped differently and present a series of concrete novelty structures, such as light towers and windmills, along the paved pathway.
https://live.staticflickr.com/65535/49580430512_a2ca9257bd_o.jpg	location	The image captures a wondrous view of the beach side on a sunny and windy day where the winds are directing a visibly choppy surf. Furthermore, the view is captured from the sand with a parking lot on the opposite side of the beach.
https://live.staticflickr.com/8229/8524383964_5b33f907b4_h.jpg	animals	Male and female Mallard type ducks can be seen, the males with distinctive teal heads and the females with mostly brown bodies, appearing smaller than the males.
https://live.staticflickr.com/4081/4793765155_0d68092fb4_o.jpg	plants	Floral plants that are set at the edge of the large fountain. There are pink, white, and red flowers on the plant.
https://live.staticflickr.com/65535/46712336375_32a2681eb4_f.jpg	interior	This is a large Mall with two entrances facing each other various stores going in both directions and a glass roof.
https://live.staticflickr.com/920/41394696860_3d93dc14ff_o.jpg	interior	The image is set inside of an abandoned and destructed building where the room captured is in ruins with dirt and debris that fills the floor.
https://live.staticflickr.com/65535/51929064041_2b88fddf06_f.jpg	weather	The image is set in the outdoors at a time where the sun is setting, but gleaming with bright light on the horizon, which is producing majestic colors of pink, yellow, blue, orange, and purple in the sky.
https://live.staticflickr.com/8779/28368061595_2095b7dcd4_o.jpg	art	Graffiti is visible on walls, painted with spray paint making green letters in a stylized way as an expression.
https://live.staticflickr.com/2601/3691040334_352c0e2a31_o.jpg	weather	The image is set in the outdoors on what is clearly a delightful sunny day featuring mostly blue skies and a small set of white clouds drifting by.
https://live.staticflickr.com/4363/36748484105_a41bc20872_o.jpg	building	The image features a downwards view of the parking lot and institutional establishment that the parking lot surrounds. In addition, the view also captures the surrounding area which includes grassy areas, trees, and other institutions with their own property lines. 
https://live.staticflickr.com/400/32020501911_2258e24704_f.jpg	building	The image features an array of building structures that are plotted with tall glass windows that extends upwards many stories high. Overall, this appears to be a commercial district for pedestrians to walk through and explore. 
https://live.staticflickr.com/7534/26563400294_042a333cee_o.jpg	furniture	The image is set in a religious setting where there is a ceremonial altar situated in the center of the photo where the sermon from the preacher is orated. In addition, there are sets of pews on both sides in order to seat the visitors. 
https://live.staticflickr.com/2694/4220602368_4c85150765_k.jpg	building	The image features a close up capture of a historic structure that appears to have eroded over the course of time. Its composition appears to be stone and although some of the structure has withered away, it still stands strong in some places. 
https://live.staticflickr.com/1707/26710969216_cb378e0ada_f.jpg	arthitecture	Colonial architecture buildings on either side of the street are interspersed against modern skyscrapers on either side.
https://live.staticflickr.com/6050/6338099344_6158715d77_o.jpg	building	The image displays a small neighborhood where houses are situated on both sides of the street. The closest house to the center of the image is surrounded by a white picket fence. 
https://live.staticflickr.com/1732/41830713884_e84877e6f3_o.jpg	building	The image is set outdoors and captured in front of a series of buildings that appear to feature a type of Asian architecture based upon the curved upwards angle of the triangular shape of the roofs on these structures. 
https://live.staticflickr.com/6211/6238862760_8abc1a149e_o.jpg	location	The location is at the mouth of a cave, just sheltered from the wind and the elements.
https://live.staticflickr.com/3508/4005817946_98c290474c_o.jpg	plants	"The landscape is lush with verdancy--plants, trees and bushes, offering a schoolbook lesson in a woodland""s variety."
https://live.staticflickr.com/5760/31343473666_6a27b7ed72_o.jpg	corridor	The walls of the hallway are painted a bright yellow color and the floors are a dark brown color.
https://live.staticflickr.com/1118/778050466_ccd04355a9_o.jpg	arthitecture	This is a white coloured, open air trellis that act as a symbolic cover for one section of a walkway by an urban lake.  The trellis is supported by thick pillars topped by funnel-like light covers.  Above each pillar is a fan out of white trellis supports.
https://live.staticflickr.com/65535/51035389251_d1f92c28f3_o.jpg	arthitecture	A sort of bell tower area of a church is ornately fashioned, and features at least 5 unique and separate bell belfries.
https://live.staticflickr.com/65535/50291498506_ea24d3056e_o.jpg	monuments	A sort of cairn has been composed, perhaps in tribute or a sort of religious monument made of flat stacked rocks.
https://live.staticflickr.com/4675/40494440202_a2b2a92a72_o.jpg	small objects	An Apple I phone is seen, featured rectangular and gray with the Apple logo visible on it.
https://live.staticflickr.com/65535/49643636368_3bc68fcf29_o.jpg	people	Eight or nine people are standing in front of doors at the side of the lobby of a business school.  One person is wearing a suit and tie. Another person is standing with legs crossed in a yoga \'tree\' pose. Another is wearing a knapsack.
https://live.staticflickr.com/65535/51120468564_7189578cb2_o.jpg	trees	The image is set in the outdoors where there is an allotment of tall trees. One such tree is emphasized as the center of this image and possesses a significant girth and set of branches filled with leaves. 
https://live.staticflickr.com/65535/51339171482_7526e67b28_f.jpg	location	The location shown is an outdoor pool area of a hotel complex.
https://live.staticflickr.com/8148/7333223660_6e6168cdd9_h.jpg	art	The empty room has a lot of graffiti paintings all over in the walls and windows.
https://live.staticflickr.com/4201/35319852671_0cefea9f96_k.jpg	arthitecture	This is a lage square deck area at the end of a wooden pier. It is made of weathered wood panels and has a fence around the edge of it.
https://live.staticflickr.com/1032/1311208987_a4c303e5e1_k.jpg	location	This is in the middle of a large public square with many shops and buildings all around.
https://live.staticflickr.com/65535/51131156050_36aa3b5836_o.jpg	landscape	The landscape in this scene is of a rocky desert with no people or modern structures in sight. The landscape is of a brown and reddish hue with nothing but dirt and rocky formations as far as the eye can see, as well as a very blue sky.
https://live.staticflickr.com/4578/24625794668_6e6bb5ed31_f.jpg	garden	A rose garden is shown. Multiple beds in a row, of pink or rose colored roses grow in tandem. Note that the foliage seems sparse but blooms seem fairly abundant here.
https://live.staticflickr.com/8360/8261806032_b4a0557a4c_h.jpg	monuments	There is a Christmas tree standing in the center of the plaza.
https://live.staticflickr.com/5027/5616469142_fb56a8e696_h.jpg	people	there are people who are situated along the streets on streets benches
https://live.staticflickr.com/65535/48639978638_ad44240ef3_f.jpg	interior	This is a grand marble hall with elaborate stone carvings on display.
https://live.staticflickr.com/811/40561367165_3f5b08d9f4_o.jpg	people	Many people have gathered for some kind of event in the middle of a park or central area.
https://live.staticflickr.com/2169/1819617446_628614666a_o.jpg	building	There are several small brick houses that are around the area.  A small white shed is also seen in the foreground.
https://live.staticflickr.com/65535/52123316373_3b4b838582_o.jpg	rivers	A river that has had extensive engineering done on it is visible here. Note the even sides, lined with concrete or concrete blocks. The water here is still.
https://live.staticflickr.com/4293/36271075675_5cb4bc83b8_f.jpg	arthitecture	The main architectural object is the remains of a large wooden schooner decaying in the middle of a large sandy area.
https://live.staticflickr.com/3218/2999696552_935695cde8_o.jpg	location	This is in the middle of a large cemetery that has many rows for people to walk in between.
https://live.staticflickr.com/3653/3334311756_4239bf40e7_k.jpg	location	This is a dessert with brown dirt on the ground and large mountains all over.
https://live.staticflickr.com/467/30754156824_e61b3d7ea7_o.jpg	location	Ancient stone ruins located near mountains outside of a forest.
https://live.staticflickr.com/65535/50541284211_e2fb45b5c9_o.jpg	mountains	We are in a craggy rock area of a mountain here. Below we can see lower valley areas, and in distance more mountain peaks far away.
https://live.staticflickr.com/3260/3225842945_6503e1084b_o.jpg	art	On the ground of the station, the floor is decorated in a pattern that resembles a city.
https://live.staticflickr.com/459/31852733175_1173768324_o.jpg	arthitecture	This is an old church with stone columns and stained-glass windows. It has very high arched ceilings.
https://live.staticflickr.com/65535/50493705607_16ac907e03_f.jpg	art	There is artwork surrounding the entire church. The ceiling has painting on it that are very famous, it may be the work of a great artist from history.
https://live.staticflickr.com/8107/29620006146_7d4b4724d8_o.jpg	interior	Inside a cave with many stalactites and light bouncing off. It is causing purple, blue and green lights off the rocs.
https://live.staticflickr.com/65535/51104585249_cc1f9ce21f_o.jpg	people	There are a group of hikers resting at the top of the mountain looking over the sky.
https://live.staticflickr.com/2401/2048029282_6bb72698a8_o.jpg	people	A woman is standing by a road and some tall grasses. She has a yellow dress on. She has a green backpack on her back holding a camera.
https://live.staticflickr.com/65535/49022195773_07a7a12845_o.jpg	location	A marina full of boats can be seen and most are small with the exception of one large one in the back.
https://live.staticflickr.com/65535/50333140646_692d727107_o.jpg	people	The white man seems peeping while lying on the stone
https://live.staticflickr.com/810/39179123090_1d400830fb_f.jpg	location	We are inside a sun dial. Notice along the area around us, various Roman numerals can be found, they might indicate time of day, according to the shadow.
https://live.staticflickr.com/4011/4707806288_aef7c36ea1_o.jpg	lake	There is a dark colored lake surrounding a wooden walkway. The lake is big and spans for miles and miles.
https://live.staticflickr.com/65535/48606944013_5567a0a45a_o.jpg	arthitecture	A sort of ruin of an older building is visible, interestingly containing many nooks, likely suited for icons or statues. it's made of a beige concrete like material.
https://live.staticflickr.com/2049/2395293239_b5c588c2b0_k.jpg	interior	This is a modern art gallery, brightly lit and colorful.
https://live.staticflickr.com/8043/29438732231_1bd07ed3b4_o.jpg	people	There are people gathered around a stair. it's etched into the side of a rocky canyon. There is a man with a bucket hat and glasses. Another is crouches and using camera.
https://live.staticflickr.com/1929/30813172567_b382cbd6b9_o.jpg	arthitecture	This structure is a sort of practical work of art, a feat of architecture. Stairs or ramps spiral upward in varying paths, lending a reward to those travelling upwards in a view of all distant lands here.
https://live.staticflickr.com/3430/3804250940_2424fbbdcb_k.jpg	building	The image is captured outside of a red brick home with a short driveway leading to a small two-way neighborhood road with a cracked asphalt surface.
https://live.staticflickr.com/65535/46954436575_0187272edf_o.jpg	landscape	THIS IS A GENENARAL OF AN OUTDOOR WITH MOUNTAINS AND RIVES
https://live.staticflickr.com/2607/4219886355_41b1d153cc_o.jpg	building	The inside of a hotel with high ceilings, decorate walls, complete with a reception desk and chandeliers can be seen.
https://live.staticflickr.com/2511/5717998383_73a6079b45_k.jpg	weather	The sky is mostly clear, with some clouds. The sun is shining brightly.
https://live.staticflickr.com/1280/1020401664_0492ec546a_o.jpg	interior	The image is captured from the interior perspective of a smart car, based on the word 'smart' transcribed in the steering wheel of the vehicle pictured.
https://live.staticflickr.com/5308/5629017562_d3533ccff2_o.jpg	location	A sort of flea market or an open air bazaar is seen. Clothing is sold here, food is also sold, and vendors hawk their wares outdoors.
https://live.staticflickr.com/657/31674188955_e44cf5d745_h.jpg	trees	There are lots of trees lined up on a walking path with purple Christmas lights strung up on them. They are smaller mid sized trees. Then there are taller pine trees at the back without any lights.
https://live.staticflickr.com/4459/23919738588_be4398e251_f.jpg	sea	A sea with breaking waves and blue green water opens widely outward, though there is a sort of sheltered bay here, which a sailboat takes advantage of.
https://live.staticflickr.com/7856/40368861143_0210e755a1_o.jpg	building	There is a small house that looks like it is an office with red panels on the outside and one story. It is right at the end of train tracks and sitting next to a train.
https://live.staticflickr.com/7482/27626433250_91cee62173_o.jpg	weather	The weather is quite cold because they are heavily bundles in jackets and gloves. There is thick snow covering hillside.
https://live.staticflickr.com/4416/36510805430_5b7d857e34_o.jpg	people	A man wearing a yellow jacket and black pants also wears glasses. He grasps a cell phone to his chest.
https://live.staticflickr.com/2288/1865924060_fa0d15b07e_k.jpg	landscape	A creek is running beneath a highway overpass crossing a grassy field.
https://live.staticflickr.com/7293/8727278754_23c70a9d35_o.jpg	building	There are school type buildings scattered across a stony dirt lot. The main buildings are yellow with red roofs.
https://live.staticflickr.com/3250/2420346496_fe39217d9e_k.jpg	people	Many people have gathered inside a brick building to do a photo shoot of some women in aprons.
https://live.staticflickr.com/2505/3750267898_05e120b9be_k.jpg	people	There is people of different races and religion such as Muslims and white
https://live.staticflickr.com/3565/3322926008_610ce23e42_h.jpg	building	There is a grouping of buildings with an Asian influence. They have roofs that peak, and are turned up at the corners.
